"","x"
"162","2890:6"
"163","2994:159"
"164","3015:124"
"165","3015:267"
"166","3043:129"
"167","3043:146"
"168","3043:171"
"169","3046:181"
"170","3157:55"
"171","3157:76"
"172","3157:106"
"173","3211:59"
"174","3211:96"
"175","3234:7"
"176","3234:126"
"177","3248:153"
"178","3250:219"
"179","3270:165"
"180","3275:272"
"181","3302:33"
"182","3302:52"
"183","3302:74"
"184","3324:23"
"185","3324:68"
"186","3324:69"
"187","3324:79"
"188","3324:125"
"189","3324:192"
"190","3345:47"
"191","3371:134"
"192","3380:11"
"193","3380:37"
"194","3380:38"
"195","3434:183"
"196","3446:158"
"197","3476:6"
"198","3476:87"
"199","3500:108"
"200","3513:151"
"201","3645:46"
"202","3725:104"
"203","3735:11"
"204","3737:176"
"205","3743:48"
"206","3745:139"
"207","3750:55"
"208","3794:62"
"209","3831:41"
"210","3831:115"
"211","3841:47"
"212","3923:132"
"213","3939:94"
"214","3959:171"
"215","3977:46"
"216","3977:85"
"217","3977:102"
"218","4015:12"
"219","4015:107"
"220","4015:108"
"221","4045:16"
"222","4045:75"
"223","4045:79"
"224","4045:112"
"225","4045:185"
"226","4045:199"
"227","4111:132"
"228","4113:115"
"229","4118:145"
"230","4118:156"
"231","4128:184"
"232","4135:77"
"233","4147:152"
"234","4181:58"
"235","4181:157"
"236","4195:212"
"237","4215:168"
"238","4215:170"
"239","4215:173"
"240","4223:131"
"241","4236:25"
"242","4236:135"
"243","4261:51"
"244","4261:138"
"245","4291:15"
"246","4291:43"
"247","4291:91"
"248","4291:109"
"249","4291:175"
"250","4300:61"
"251","4300:62"
"252","4300:85"
"253","4382:95"
"254","4382:158"
"255","4409:48"
"256","4409:71"
"257","4409:156"
"258","4409:171"
"259","4409:184"
"260","4409:187"
"261","4420:82"
"262","4427:76"
"263","4427:91"
"264","4427:166"
"265","4438:210"
"266","4438:228"
"267","4466:19"
"268","4467:156"
"269","4467:199"
"270","4467:246"
"271","4478:102"
"272","4478:131"
"273","4478:140"
"274","4487:140"
"275","4502:184"
"276","4561:194"
"277","4611:34"
"278","4611:100"
"279","4611:102"
"280","4611:104"
"281","4656:21"
"282","4656:49"
"283","4658:301"
"284","4700:71"
"285","4727:135"
"286","4727:137"
"287","4751:55"
"288","4751:103"
"289","4751:136"
"290","4751:161"
"291","4751:174"
"292","4781:120"
"293","4785:98"
"294","4848:33"
"295","4859:214"
"296","4875:46"
"297","4875:60"
"298","4875:63"
"299","4875:148"
"300","4880:125"
"301","4910:47"
"302","4910:164"
"303","4910:170"
"304","4948:54"
"305","4956:90"
"306","4956:95"
"307","4956:162"
"308","5058:129"
"309","5058:136"
"310","5076:31"
"311","5109:64"
"312","5141:138"
"313","5176:61"
"314","5196:86"
"315","5249:147"
"316","5287:47"
"317","5411:34"
"318","5411:36"
"319","5411:104"
"320","5433:135"
"321","5433:148"
"322","5464:57"
"323","5505:156"
"324","5526:176"
"325","5585:81"
"326","5587:77"
"327","5587:153"
"328","5587:201"
"329","5598:144"
"330","5664:45"
"331","5680:134"
"332","5680:145"
"333","5680:147"
"334","5680:153"
"335","5680:156"
"336","5680:159"
"337","5680:169"
"338","5680:171"
"339","5680:174"
"340","5680:179"
"341","5680:187"
"342","5680:204"
"343","5680:205"
"344","5680:210"
"345","5680:212"
"346","5680:215"
"347","5719:81"
"348","5769:44"
"349","5769:58"
"350","5769:103"
"351","5769:106"
"352","5769:127"
"353","5776:144"
"354","5791:95"
"355","5791:110"
"356","5791:117"
"357","5791:118"
"358","5791:168"
"359","5791:172"
"360","5791:178"
"361","5791:180"
"362","5791:202"
"363","5823:132"
"364","5827:84"
"365","5828:149"
"366","5841:76"
"367","5841:163"
"368","5841:170"
"369","5846:75"
"370","5872:30"
"371","5872:100"
"372","5926:22"
"373","5926:98"
"374","5969:30"
"375","5986:91"
"376","6054:21"
"377","6054:55"
"378","6089:81"
"379","6187:27"
"380","6187:50"
"381","6187:98"
"382","6256:106"
"383","6259:73"
"384","6270:223"
"385","6276:68"
"386","6276:85"
"387","6305:8"
"388","6305:84"
"389","6305:155"
"390","6316:30"
"391","6316:96"
"392","6316:186"
"393","6334:155"
"394","6344:7"
"395","6347:16"
"396","6347:182"
"397","6368:129"
"398","6400:169"
"399","6410:106"
"400","6410:175"
"401","6410:186"
"402","6410:209"
"403","6418:180"
"404","6419:38"
"405","6419:73"
"406","6419:83"
"407","6419:123"
"408","6492:110"
"409","6527:132"
"410","6527:133"
"411","6527:142"
"412","6670:47"
"413","6678:16"
"414","6678:155"
"415","6720:128"
"416","6732:40"
"417","6732:161"
"418","6739:18"
"419","6835:35"
"420","6869:103"
"421","6869:126"
"422","6894:169"
"423","6898:130"
"424","6919:53"
"425","6919:95"
"426","6919:152"
"427","6948:22"
"428","6948:71"
"429","6948:88"
"430","7057:21"
"431","7124:6"
"432","7124:58"
"433","7144:103"
"434","7148:15"
"435","7148:31"
"436","7148:90"
"437","7156:12"
"438","7156:59"
"439","7156:95"
"440","7156:128"
"441","7227:22"
"442","7233:61"
"443","7258:34"
"444","7258:53"
"445","7258:151"
"446","7292:22"
"447","7292:23"
"448","7292:61"
"449","7292:108"
"450","7304:33"
"451","7304:121"
"452","7308:113"
"453","7308:130"
"454","7318:16"
"455","7335:105"
"456","7348:99"
"457","7355:35"
"458","7355:108"
"459","7355:113"
"460","7355:152"
"461","7357:132"
"462","7379:175"
"463","7389:110"
"464","7392:178"
"465","7468:179"
"466","7551:171"
"467","7566:5"
"468","7595:78"
"469","7595:94"
"470","7599:123"
"471","7603:28"
"472","7631:83"
"473","7631:152"
"474","7639:157"
"475","7668:23"
"476","7682:23"
"477","7682:24"
"478","7682:83"
"479","7690:108"
"480","7690:165"
"481","7725:18"
"482","7725:70"
"483","7725:112"
"484","7725:154"
"485","7743:162"
"486","7746:105"
"487","7763:159"
"488","7801:136"
"489","7811:223"
"490","7832:38"
"491","7832:87"
"492","7832:166"
"493","7869:130"
"494","7869:164"
"495","7890:9"
"496","7932:103"
"497","7932:110"
"498","7932:145"
"499","7951:264"
"500","7954:42"
"501","7954:73"
"502","7954:93"
"503","7954:136"
"504","7962:157"
"505","7962:158"
"506","7971:148"
"507","7973:80"
"508","8019:34"
"509","8040:114"
"510","8040:148"
"511","8065:11"
"512","8098:131"
"513","8098:193"
"514","8163:284"
"515","8163:292"
"516","8171:11"
"517","8199:40"
"518","8206:128"
"519","8222:21"
"520","8222:91"
"521","8264:205"
"522","8307:203"
"523","8355:80"
"524","8355:125"
"525","8360:163"
"526","8410:88"
"527","8410:105"
"528","8453:5"
"529","8453:62"
"530","8453:73"
"531","8453:165"
"532","8473:203"
"533","8477:231"
"534","8595:26"
"535","8595:116"
"536","8595:129"
"537","8595:131"
"538","8595:146"
"539","8595:156"
"540","8599:110"
"541","8630:204"
"542","8633:12"
"543","8633:53"
"544","8665:142"
"545","8711:231"
"546","8762:56"
"547","8772:86"
"548","8789:153"
"549","8800:153"
"550","8800:154"
"551","8800:155"
"552","8800:156"
"553","8841:154"
"554","8886:164"
"555","8929:96"
"556","8931:109"
"557","8931:146"
"558","8972:142"
"559","8996:104"
"560","9026:100"
"561","9030:72"
"562","9046:29"
"563","9062:102"
"564","9071:11"
"565","9133:170"
"566","9217:44"
"567","9243:162"
"568","9332:204"
"569","9335:24"
"570","9335:83"
"571","9335:129"
"572","9335:158"
"573","9356:263"
"574","9363:209"
"575","9408:96"
"576","9436:120"
"577","9463:114"
"578","9473:33"
"579","9473:134"
"580","9517:5"
"581","9517:102"
"582","9549:129"
"583","9549:137"
"584","9552:152"
"585","9559:128"
"586","9610:22"
"587","9610:142"
"588","9641:171"
"589","9641:175"
"590","9652:139"
"591","9654:93"
"592","9654:94"
"593","9660:176"
"594","9678:24"
"595","9682:179"
"596","9698:30"
"597","9698:31"
"598","9706:185"
"599","9710:118"
"600","9763:170"
"601","9767:62"
"602","9770:161"
"603","9829:53"
"604","9832:170"
"605","9832:200"
"606","9859:83"
"607","9859:147"
"608","9906:140"
"609","9918:28"
"610","9918:31"
"611","9921:144"
"612","9931:119"
"613","9954:185"
"614","9957:38"
"615","9957:134"
"616","9965:177"
"617","9981:176"
"618","9995:46"
"619","10032:125"
"620","10032:159"
"621","10036:51"
"622","10044:110"
"623","10058:63"
"624","10065:10"
"625","10065:19"
"626","10065:47"
"627","10069:101"
"628","10069:110"
"629","10069:133"
"630","10072:52"
"631","10072:119"
"632","10072:153"
"633","10086:41"
"634","10086:77"
"635","10144:97"
"636","10155:130"
"637","10164:125"
"638","10172:162"
"639","10175:11"
"640","10175:123"
"641","10197:166"
"642","10197:177"
"643","10197:183"
"644","10197:187"
"645","10197:189"
"646","10269:47"
"647","10269:53"
"648","10269:130"
"649","10269:149"
"650","10281:23"
"651","10281:50"
"652","10281:155"
"653","10396:160"
"654","10448:158"
"655","10480:16"
"656","10535:35"
"657","10566:21"
"658","10566:186"
"659","10567:61"
"660","10567:67"
"661","10571:137"
"662","10589:200"
"663","10602:105"
"664","10602:106"
"665","10602:133"
"666","10627:89"
"667","10693:16"
"668","10707:68"
"669","10707:94"
"670","10707:136"
"671","10707:157"
"672","10707:166"
"673","10729:57"
"674","10875:34"
"675","10875:79"
"676","10883:13"
"677","10883:63"
"678","10934:160"
"679","11070:139"
"680","11075:93"
"681","11075:177"
"682","11106:9"
"683","11106:42"
"684","11106:50"
"685","11106:58"
"686","11106:62"
"687","11106:121"
"688","11110:198"
"689","11144:108"
"690","11232:120"
"691","11266:26"
"692","11277:16"
"693","11277:151"
"694","11277:177"
"695","11277:180"
"696","11278:92"
"697","11299:136"
"698","11308:15"
"699","11314:35"
"700","11391:102"
"701","11414:149"
"702","11417:64"
"703","11489:76"
"704","11489:77"
"705","11489:135"
"706","11522:103"
"707","11567:164"
"708","11567:296"
"709","11621:89"
"710","11625:101"
"711","11625:119"
"712","11672:102"
"713","11694:212"
"714","11739:119"
"715","11739:145"
"716","11777:205"
"717","11778:114"
"718","11787:96"
"719","11789:60"
"720","11882:192"
"721","11925:47"
"722","11930:64"
"723","11959:44"
"724","11970:77"
"725","11978:38"
"726","12028:47"
"727","12036:87"
"728","12063:26"
"729","12089:15"
"730","12089:148"
"731","12089:171"
"732","12122:78"
"733","12122:122"
"734","12122:139"
"735","12182:92"
"736","12203:212"
"737","12245:111"
"738","12250:107"
"739","12252:156"
"740","12306:124"
"741","12357:58"
"742","12394:7"
"743","12439:86"
"744","12442:125"
"745","12452:126"
"746","12499:69"
"747","12499:78"
"748","12514:142"
"749","12539:168"
"750","12559:52"
"751","12559:141"
"752","12559:157"
"753","12592:79"
"754","12593:94"
"755","12645:150"
"756","12769:78"
"757","12808:95"
"758","12808:118"
"759","12808:121"
"760","12808:157"
"761","12808:175"
"762","12867:61"
"763","12867:101"
"764","12890:44"
"765","12897:13"
"766","12903:181"
"767","12903:230"
"768","13042:70"
"769","13074:123"
"770","13105:211"
"771","13113:124"
"772","13120:35"
"773","13120:72"
"774","13120:130"
"775","13123:148"
"776","13123:163"
"777","13123:265"
"778","13174:126"
"779","13174:184"
"780","13174:222"
"781","13174:235"
"782","13216:79"
"783","13218:74"
"784","13239:162"
"785","13239:211"
"786","13246:47"
"787","13261:107"
"788","13261:117"
"789","13261:144"
"790","13261:147"
"791","13261:207"
"792","13261:208"
"793","13268:156"
"794","13302:62"
"795","13302:132"
"796","13302:138"
"797","13326:93"
"798","13326:118"
"799","13405:8"
"800","13405:37"
"801","13430:40"
"802","13436:154"
"803","13453:78"
"804","13460:17"
"805","13470:122"
"806","13511:189"
"807","13527:96"
"808","13541:111"
"809","13541:121"
"810","13580:158"
"811","13594:181"
"812","13594:188"
"813","13603:106"
"814","13639:189"
"815","13829:131"
"816","13887:234"
"817","13908:166"
"818","13908:167"
"819","13941:37"
"820","13946:42"
"821","13957:5"
"822","14010:58"
"823","14010:92"
"824","14010:123"
"825","14021:15"
"826","14033:135"
"827","14047:11"
"828","14047:93"
"829","14110:42"
"830","14110:78"
"831","14110:125"
"832","14211:50"
"833","14240:75"
"834","14240:116"
"835","14241:8"
"836","14241:37"
"837","14267:120"
"838","14315:19"
"839","14340:221"
"840","14354:142"
"841","14397:80"
"842","14407:77"
"843","14457:57"
"844","14502:87"
"845","14502:119"
"846","14515:45"
"847","14526:80"
"848","14557:16"
"849","14557:67"
"850","14557:139"
"851","14596:97"
"852","14596:117"
"853","14624:179"
"854","14635:53"
"855","14635:137"
"856","14682:34"
"857","14690:71"
"858","14761:36"
"859","14783:196"
"860","14794:17"
"861","14825:62"
"862","14833:30"
"863","14833:68"
"864","14833:71"
"865","14849:57"
"866","14907:47"
"867","14945:54"
"868","14945:105"
"869","14945:119"
"870","14947:111"
"871","14973:18"
"872","14978:244"
"873","15005:65"
"874","15005:68"
"875","15005:155"
"876","15013:164"
"877","15041:16"
"878","15058:62"
"879","15061:126"
"880","15061:260"
"881","15068:55"
"882","15075:77"
"883","15075:88"
"884","15117:94"
"885","15144:74"
"886","15167:134"
"887","15235:101"
"888","15235:114"
"889","15235:153"
"890","15235:156"
"891","15235:234"
"892","15253:14"
"893","15253:16"
"894","15268:20"
"895","15278:63"
"896","15278:87"
"897","15311:59"
"898","15382:151"
"899","15385:82"
"900","15387:54"
"901","15387:69"
"902","15452:40"
"903","15452:97"
"904","15478:188"
"905","15528:72"
"906","15538:118"
"907","15604:66"
"908","15604:118"
"909","15624:109"
"910","15624:110"
"911","15632:148"
"912","15654:147"
"913","15664:66"
"914","15664:209"
"915","15664:273"
"916","15664:284"
"917","15666:98"
"918","15666:167"
"919","15716:161"
"920","15828:77"
"921","15884:83"
"922","15900:205"
"923","15908:128"
"924","15910:108"
"925","15910:161"
"926","15927:71"
"927","15927:179"
"928","15954:112"
"929","15954:161"
"930","15979:57"
"931","15979:90"
"932","15979:142"
"933","15979:144"
"934","15979:146"
"935","16001:110"
"936","16024:47"
"937","16046:124"
"938","16046:207"
"939","16067:143"
"940","16067:149"
"941","16068:103"
"942","16071:22"
"943","16074:111"
"944","16086:128"
"945","16086:183"
"946","16101:52"
"947","16101:94"
"948","16115:5"
"949","16115:34"
"950","16115:57"
"951","16115:148"
"952","16115:172"
"953","16161:112"
"954","16172:222"
"955","16256:75"
"956","16278:39"
"957","16284:79"
"958","16284:108"
"959","16284:171"
"960","16387:33"
"961","16387:87"
"962","16387:117"
"963","16449:123"
"964","16520:103"
"965","16587:152"
"966","16588:146"
"967","16638:68"
"968","16638:109"
"969","16638:142"
"970","16667:43"
"971","16667:44"
"972","16667:133"
"973","16667:134"
"974","16667:151"
"975","16667:189"
"976","16803:65"
"977","16838:83"
"978","16851:62"
"979","16851:109"
"980","16851:127"
"981","16851:165"
"982","16851:176"
"983","16851:180"
"984","16897:183"
"985","16906:60"
"986","16937:155"
"987","16937:167"
"988","17008:40"
"989","17008:84"
"990","17017:50"
"991","17104:83"
"992","17122:72"
"993","17122:79"
"994","17122:105"
"995","17122:147"
"996","17122:173"
"997","17122:189"
"998","17143:137"
"999","17156:174"
"1000","17197:128"
"1001","17277:7"
"1002","17295:149"
"1003","17322:139"
"1004","17322:143"
"1005","17434:150"
"1006","17477:128"
"1007","17545:214"
"1008","17576:18"
"1009","17594:246"
"1010","17654:76"
"1011","17665:41"
"1012","17665:157"
"1013","17678:227"
"1014","17703:126"
"1015","17781:175"
"1016","17813:43"
"1017","17813:100"
"1018","17813:114"
"1019","17813:122"
"1020","17813:134"
"1021","17813:142"
"1022","17813:144"
"1023","17834:225"
"1024","17868:59"
"1025","17868:132"
"1026","17928:139"
"1027","17933:182"
"1028","17940:12"
"1029","17940:25"
"1030","17959:223"
"1031","17971:184"
"1032","17972:19"
"1033","17972:92"
"1034","17992:26"
"1035","17992:101"
"1036","18008:18"
"1037","18008:136"
"1038","18008:175"
"1039","18008:185"
"1040","18036:158"
"1041","18063:180"
"1042","18063:196"
"1043","18149:70"
"1044","18149:183"
"1045","18149:184"
"1046","18149:251"
"1047","18191:30"
"1048","18207:85"
"1049","18207:96"
"1050","18207:99"
"1051","18215:30"
"1052","18246:156"
"1053","18309:85"
"1054","18364:170"
"1055","18386:36"
"1056","18431:66"
"1057","18431:75"
"1058","18444:33"
"1059","18451:23"
"1060","18459:169"
"1061","18459:180"
"1062","18459:192"
"1063","18459:252"
"1064","18459:267"
"1065","18472:70"
"1066","18489:299"
"1067","18506:60"
"1068","18575:119"
"1069","18575:125"
"1070","18575:147"
"1071","18633:59"
"1072","18721:84"
"1073","18721:138"
"1074","18732:87"
"1075","18829:6"
"1076","18829:30"
"1077","18829:187"
"1078","18890:29"
"1079","18890:77"
"1080","18890:137"
"1081","18897:26"
"1082","18897:109"
"1083","18917:174"
"1084","18917:176"
"1085","18920:55"
"1086","18920:87"
"1087","18920:103"
"1088","18920:174"
"1089","18920:177"
"1090","18920:199"
"1091","18925:81"
"1092","18941:26"
"1093","18946:129"
"1094","18946:130"
"1095","18980:118"
"1096","18993:59"
"1097","18993:174"
"1098","19027:88"
"1099","19136:35"
"1100","19136:168"
"1101","19137:61"
"1102","19178:169"
"1103","19265:48"
"1104","19326:100"
"1105","19370:185"
"1106","19423:153"
"1107","19425:57"
"1108","19428:165"
"1109","19463:51"
"1110","19463:55"
"1111","19471:93"
"1112","19471:146"
"1113","19477:23"
"1114","19477:77"
"1115","19477:131"
"1116","19486:46"
"1117","19486:84"
"1118","19486:89"
"1119","19486:94"
"1120","19494:7"
"1121","19533:146"
"1122","19535:157"
"1123","19555:74"
"1124","19622:30"
"1125","19622:96"
"1126","19622:97"
"1127","19622:131"
"1128","19622:162"
"1129","19631:156"
"1130","19634:147"
"1131","19645:19"
"1132","19645:132"
"1133","19672:61"
"1134","19716:92"
"1135","19730:64"
"1136","19730:71"
"1137","19731:69"
"1138","19731:125"
"1139","19739:85"
"1140","19807:116"
"1141","19807:181"
"1142","19861:41"
"1143","19861:121"
"1144","19902:159"
"1145","19902:191"
"1146","19902:196"
"1147","19902:223"
"1148","19908:160"
"1149","19919:54"
"1150","19936:138"
"1151","19946:207"
"1152","19954:99"
"1153","19990:206"
"1154","19990:207"
"1155","20004:203"
"1156","20094:84"
"1157","20094:108"
"1158","20094:116"
"1159","20094:148"
"1160","20094:150"
"1161","20094:192"
"1162","20094:202"
"1163","20124:74"
"1164","20161:67"
"1165","20161:72"
"1166","20161:102"
"1167","20161:111"
"1168","20161:118"
"1169","20161:124"
"1170","20161:144"
"1171","20180:101"
"1172","20180:132"
"1173","20192:108"
"1174","20192:109"
"1175","20221:162"
"1176","20221:192"
"1177","20227:27"
"1178","20256:73"
"1179","20256:163"
"1180","20278:65"
"1181","20302:26"
"1182","20388:55"
"1183","20388:129"
"1184","20514:206"
"1185","20546:65"
"1186","20659:8"
"1187","20659:22"
"1188","20659:28"
"1189","20659:89"
"1190","20709:20"
"1191","20709:28"
"1192","20709:37"
"1193","20709:107"
"1194","20719:216"
"1195","20723:29"
"1196","20765:155"
"1197","20771:24"
"1198","20771:33"
"1199","20771:34"
"1200","20771:42"
"1201","20771:98"
"1202","20887:141"
"1203","21042:28"
"1204","21043:215"
"1205","21070:63"
"1206","21070:84"
"1207","21088:138"
"1208","21101:90"
"1209","21126:119"
"1210","21209:28"
"1211","21209:47"
"1212","21209:49"
"1213","21209:91"
"1214","21209:108"
"1215","21265:90"
"1216","21313:44"
"1217","21315:184"
"1218","21357:98"
"1219","21357:116"
"1220","21357:117"
"1221","21388:169"
"1222","21441:67"
"1223","21441:69"
"1224","21441:115"
"1225","21446:198"
"1226","21509:150"
"1227","21528:205"
"1228","21530:111"
"1229","21564:102"
"1230","21582:121"
"1231","21651:41"
"1232","21654:159"
"1233","21733:181"
"1234","21733:204"
"1235","21733:268"
"1236","21733:269"
"1237","21741:107"
"1238","21762:17"
"1239","21762:155"
"1240","21762:217"
"1241","21766:158"
"1242","21766:159"
"1243","21766:175"
"1244","21770:164"
"1245","21876:184"
"1246","21925:69"
"1247","21982:50"
"1248","22044:28"
"1249","22092:26"
"1250","22092:83"
"1251","22092:136"
"1252","22092:137"
"1253","22092:149"
"1254","22180:28"
"1255","22187:69"
"1256","22228:59"
"1257","22244:17"
"1258","22280:101"
"1259","22292:46"
"1260","22312:70"
"1261","22312:89"
"1262","22323:21"
"1263","22323:88"
"1264","22323:131"
"1265","22341:109"
"1266","22377:161"
"1267","22444:186"
"1268","22444:221"
"1269","22444:232"
"1270","22508:44"
"1271","22508:100"
"1272","22508:188"
"1273","22532:229"
"1274","22538:30"
"1275","22541:71"
"1276","22548:30"
"1277","22548:48"
"1278","22548:74"
"1279","22548:92"
"1280","22548:93"
"1281","22621:151"
"1282","22621:175"
"1283","22636:219"
"1284","22647:170"
"1285","22728:75"
"1286","22800:155"
"1287","22855:110"
"1288","22922:186"
"1289","22928:21"
"1290","22928:23"
"1291","22968:29"
"1292","22979:147"
"1293","23029:182"
"1294","23055:27"
"1295","23136:108"
"1296","23157:59"
"1297","23216:112"
"1298","23216:175"
"1299","23216:182"
"1300","23231:130"
"1301","23293:86"
"1302","23293:91"
"1303","23339:31"
"1304","23340:37"
"1305","23340:43"
"1306","23416:7"
"1307","23416:143"
"1308","23458:57"
"1309","23458:251"
"1310","23523:142"
"1311","23523:143"
"1312","23555:89"
"1313","23589:158"
"1314","23600:152"
"1315","23600:190"
"1316","23606:162"
"1317","23629:109"
"1318","23690:76"
"1319","23690:86"
"1320","23728:77"
"1321","23774:33"
"1322","23774:45"
"1323","23774:57"
"1324","23774:76"
"1325","23774:114"
"1326","23848:61"
"1327","23917:89"
"1328","23917:176"
"1329","23935:30"
"1330","23955:74"
"1331","23955:123"
"1332","23955:147"
"1333","23955:159"
"1334","23955:181"
"1335","23955:221"
"1336","23998:11"
"1337","23998:12"
"1338","23998:127"
"1339","24023:7"
"1340","24095:58"
"1341","24101:170"
"1342","24102:60"
"1343","24114:147"
"1344","24139:275"
"1345","24161:149"
"1346","24170:133"
"1347","24180:42"
"1348","24221:113"
"1349","24221:138"
"1350","24221:145"
"1351","24277:127"
"1352","24347:25"
"1353","24347:28"
"1354","24347:66"
"1355","24347:145"
"1356","24347:154"
"1357","24347:166"
"1358","24347:173"
"1359","24347:189"
"1360","24426:39"
"1361","24426:65"
"1362","24444:90"
"1363","24469:189"
"1364","24471:120"
"1365","24539:121"
"1366","24565:195"
"1367","24580:143"
"1368","24598:84"
"1369","24598:140"
"1370","24609:45"
"1371","24609:63"
"1372","24609:68"
"1373","24617:156"
"1374","24624:5"
"1375","24624:107"
"1376","24682:187"
"1377","24730:152"
"1378","24786:73"
"1379","24786:159"
"1380","24798:114"
"1381","24826:7"
"1382","24826:63"
"1383","24826:149"
"1384","24849:59"
"1385","24878:33"
"1386","24930:210"
"1387","24939:22"
"1388","24939:64"
"1389","24995:171"
"1390","25008:56"
"1391","25008:75"
"1392","25008:123"
"1393","25019:38"
"1394","25042:123"
"1395","25100:171"
"1396","25100:191"
"1397","25106:37"
"1398","25106:74"
"1399","25127:173"
"1400","25129:169"
"1401","25164:15"
"1402","25177:13"
"1403","25177:48"
"1404","25204:6"
"1405","25204:8"
"1406","25204:100"
"1407","25209:73"
"1408","25209:88"
"1409","25209:100"
"1410","25255:28"
"1411","25255:67"
"1412","25255:172"
"1413","25275:175"
"1414","25284:127"
"1415","25298:55"
"1416","25302:213"
"1417","25312:20"
"1418","25376:107"
"1419","25415:182"
"1420","25424:115"
"1421","25444:133"
"1422","25445:7"
"1423","25456:29"
"1424","25456:49"
"1425","25456:196"
"1426","25456:208"
"1427","25456:226"
"1428","25508:15"
"1429","25508:65"
"1430","25513:220"
"1431","25556:141"
"1432","25567:16"
"1433","25567:107"
"1434","25567:123"
"1435","25567:167"
"1436","25567:182"
"1437","25634:200"
"1438","25666:84"
"1439","25666:123"
"1440","25666:160"
"1441","25666:180"
"1442","25670:52"
"1443","25827:127"
"1444","25844:93"
"1445","25844:95"
"1446","25893:101"
"1447","25917:92"
"1448","25923:48"
"1449","25954:63"
"1450","25954:131"
"1451","25954:187"
"1452","25954:190"
"1453","25954:218"
"1454","25973:84"
"1455","25983:97"
"1456","26004:152"
"1457","26023:122"
"1458","26036:16"
"1459","26127:54"
"1460","26140:17"
"1461","26140:48"
"1462","26174:82"
"1463","26182:74"
"1464","26182:114"
"1465","26182:118"
"1466","26182:125"
"1467","26257:51"
"1468","26257:64"
"1469","26257:128"
"1470","26257:143"
"1471","26257:152"
"1472","26257:167"
"1473","26269:99"
"1474","26269:121"
"1475","26269:135"
"1476","26269:163"
"1477","26269:165"
"1478","26269:166"
"1479","26282:17"
"1480","26282:81"
"1481","26282:175"
"1482","26294:74"
"1483","26315:76"
"1484","26431:66"
"1485","26434:183"
"1486","26479:70"
"1487","26519:78"
"1488","26519:90"
"1489","26519:189"
"1490","26519:228"
"1491","26534:135"
"1492","26539:156"
"1493","26601:101"
"1494","26636:123"
"1495","26636:133"
"1496","26670:83"
"1497","26670:104"
"1498","26696:166"
"1499","26696:183"
"1500","26702:71"
"1501","26800:85"
"1502","26800:107"
"1503","26800:166"
"1504","26814:125"
